listing_id,listing_date,district,rooms,listing_price_usd,source_url,size_m2,level,max_levels,is_new_building,collected_at_utc
166623,2026-08-05,Uchtepa,3,78000,https://hata.uz/en/listings/object/srochno-prodaetsya-kvartira-otlichnaya-tsena-166623,72.0,7,9,0,2026-08-21T23:55:40+00:00
166624,2026-08-05,Uchtepa,4,130000,https://hata.uz/en/listings/object/algaritim-30kv-ozmzani-uy-bez-makler-yana-otib-beriladi-166624,103.0,9,10,1,2026-08-21T23:55:40+00:00
166625,2026-08-05,Uchtepa,3,75000,https://hata.uz/en/listings/object/uchtepa-11-kvartal-43-dom-23-kvartira-bez-posrednikov-kvartiry-svoi-166625,65.0,2,4,0,2026-08-21T23:55:40+00:00
166626,2026-08-05,Uchtepa,3,70000,https://hata.uz/en/listings/object/uy-sotiladi-srochna-uchtepa-15-kv-22-dom-5-etaj-40-kv-166626,50.0,5,5,1,2026-08-21T23:55:40+00:00
166628,2026-08-05,Uchtepa,4,82000,https://hata.uz/en/listings/object/prodaetsya-svoya-kv-chilanzar-22-kvartal-4-4-4-2x6-balkon-166628,87.0,4,4,0,2026-08-21T23:55:40+00:00
166632,2026-08-05,Uchtepa,4,89000,https://hata.uz/en/listings/object/beshqayragochda-uy-sotiladi-166632,105.0,2,4,0,2026-08-21T23:55:40+00:00
166638,2026-08-05,Uchtepa,1,50000,https://hata.uz/en/listings/object/dom-1-kom-navastroyka-166638,35.0,8,8,1,2026-08-21T23:55:40+00:00
166639,2026-08-05,Uchtepa,4,115000,https://hata.uz/en/listings/object/prodaetsya-4-komnatnaya-kvartira-na-2-etazhe-5-etazhnogo-kirpichnogo-doma-166639,80.0,2,5,0,2026-08-21T23:55:40+00:00
166640,2026-08-05,Uchtepa,2,53500,https://hata.uz/en/listings/object/zudlik-bilan-sotiladi-166640,59.0,9,9,0,2026-08-21T23:55:40+00:00
166643,2026-08-05,Uchtepa,2,61000,https://hata.uz/en/listings/object/bez-makler-zhk-uryukzor-rezidents-2-7-16-evro-56m2-ipoteka-est-166643,56.0,7,16,1,2026-08-21T23:55:40+00:00
166646,2026-08-05,Uchtepa,4,132000,https://hata.uz/en/listings/object/srochna-sotiladi-4xonali-124kwm-166646,124.0,2,3,1,2026-08-21T23:55:40+00:00
166647,2026-08-05,Uchtepa,4,120000,https://hata.uz/en/listings/object/jarariq-mahallasida-4-xonali-uy-sotiladi-166647,150.0,1,9,0,2026-08-21T23:55:40+00:00
166656,2026-08-05,Uchtepa,1,37500,https://hata.uz/en/listings/object/honsaroy-okean-loyhasidan-bir-honali-karopka-holatida-166656,37.0,15,16,1,2026-08-21T23:55:40+00:00
166659,2026-08-05,Uchtepa,2,75000,https://hata.uz/en/listings/object/uchtepa-tumanida-2-xonali-xonadon-sotiladi-holati-evroremont-166659,54.0,1,4,1,2026-08-21T23:55:40+00:00
166660,2026-08-05,Uchtepa,2,75000,https://hata.uz/en/listings/object/sotiladi-uchtepa-tuman-2-xonali-holati-ideal-166660,54.0,1,4,1,2026-08-21T23:55:40+00:00
166661,2026-08-05,Uchtepa,3,78000,https://hata.uz/en/listings/object/2-xonali-kvartira-sotiladi-prodaetsya-kvartira-chilonzor-14-kvartal-166661,50.0,1,4,0,2026-08-21T23:55:40+00:00
166662,2026-08-05,Uchtepa,4,125000,https://hata.uz/en/listings/object/navastroyka-beltepa-166662,123.0,7,7,1,2026-08-21T23:55:40+00:00
166663,2026-08-05,Uchtepa,3,65000,https://hata.uz/en/listings/object/uchtepada-3-xonali-kvartira-sotiladi-holati-yaxshi-166663,67.0,4,4,0,2026-08-21T23:55:40+00:00
166664,2026-08-05,Uchtepa,3,65000,https://hata.uz/en/listings/object/sotiladi-uchtepada-3-xonali-kvartira-holati-ortacha-166664,67.0,4,4,0,2026-08-21T23:55:40+00:00
166665,2026-08-05,Uchtepa,5,120000,https://hata.uz/en/listings/object/zhar-arik-jar-ariq-dom-sotiladi-1-etazh-5-hona-166665,100.0,1,9,0,2026-08-21T23:55:40+00:00
166666,2026-08-05,Uchtepa,2,75000,https://hata.uz/en/listings/object/prodatsya-2-8-16-uchtepa-hokimiyat-166666,64.0,8,16,0,2026-08-21T23:55:40+00:00
166668,2026-08-05,Uchtepa,2,65000,https://hata.uz/en/listings/object/prodayu-kvartiru-svoyu-2-4-4-chilanzar-11kv-perekrestok-shuhrat-166668,52.0,4,4,0,2026-08-21T23:55:40+00:00
166669,2026-08-05,Uchtepa,3,80004,https://hata.uz/en/listings/object/prodaetsya-novostroyka-3-5-9-uchtepa-ul-foziltepa-980-000-000-sum-prodazha-tashkent-na-olx-166669,88.75,5,9,1,2026-08-21T23:55:40+00:00
166671,2026-08-05,Chilonzor,3,80000,https://hata.uz/en/listings/object/chilanzar15-kv-3-1-5-166671,66.68,1,5,0,2026-08-21T23:55:40+00:00
166672,2026-08-05,Chilonzor,2,57000,https://hata.uz/en/listings/object/prodam-kvartiru-dvuhkomnatnuyu-166672,58.0,9,9,0,2026-08-21T23:55:40+00:00
166673,2026-08-05,Chilonzor,2,50000,https://hata.uz/en/listings/object/prodaetsya-svoya-kvartira-166673,55.46,3,5,0,2026-08-21T23:55:40+00:00
166680,2026-08-05,Chilonzor,2,71000,https://hata.uz/en/listings/object/srochno-kvartira-sotiladi-1-etazh-2-3-hona-kilingan-166680,40.0,4,1,0,2026-08-21T23:55:40+00:00
166682,2026-08-05,Chilonzor,4,150000,https://hata.uz/en/listings/object/uy-sotiladi-chilonzor-tuman-algaritm-massiv-guliston-166682,180.0,1,5,0,2026-08-21T23:55:40+00:00
166713,2026-08-05,Shayhontohur,3,100000,https://hata.uz/en/listings/object/ts-26-massiv-gulobod-3-1-4-mahalla-sarhumdon-41-dom-166713,70.0,1,4,0,2026-08-21T23:55:40+00:00
166730,2026-08-05,Shayhontohur,1,60000,https://hata.uz/en/listings/object/karatash-1-5-5-panel-komnaty-razdelnye-obschploschad-42kv-166730,42.0,5,5,0,2026-08-21T23:55:40+00:00
166735,2026-08-05,Yunusobod,4,82000,https://hata.uz/en/listings/object/prodaetsya-kvartira-srochno-166735,114.0,10,10,1,2026-08-21T23:55:40+00:00
166744,2026-08-05,Yunusobod,4,158000,https://hata.uz/en/listings/object/prodaetsya-4-1-4-pod-ofis-na-ts5-vtoraya-liniya-166744,88.0,1,4,0,2026-08-21T23:55:40+00:00
166781,2026-08-05,Yakkasaroy,2,105000,https://hata.uz/en/listings/object/prodaetsya-kvartira-stalinka-vysokopotolochka-2-3-4-166781,43.0,3,4,0,2026-08-21T23:55:40+00:00
166796,2026-08-05,Yakkasaroy,3,185000,https://hata.uz/en/listings/object/prostornaya-trehkomnatnaya-kvartira-v-zhk-uzbegim-166796,114.0,8,12,1,2026-08-21T23:55:40+00:00
166819,2026-08-05,Yashnobod,3,95000,https://hata.uz/en/listings/object/ochen-srochno-sergili-yangi-hayot-3-1-7-166819,74.0,1,7,0,2026-08-21T23:55:40+00:00
166825,2026-08-05,Yashnobod,2,63500,https://hata.uz/en/listings/object/svoya-2-2-4-yashnobod-tum-aviasozlar-4-metro-yashnobod-bekati-166825,50.0,2,4,0,2026-08-21T23:55:40+00:00
166830,2026-08-05,Yashnobod,5,120000,https://hata.uz/en/listings/object/prodaetsya-kvartira-v-tuzele-5-1-5-166830,105.0,1,5,0,2026-08-21T23:55:40+00:00
166847,2026-08-05,Yashnobod,2,70000,https://hata.uz/en/listings/object/srochniy-novostroyka-sotiladi-166847,51.0,4,7,1,2026-08-21T23:55:40+00:00
166852,2026-08-05,Yashnobod,2,95000,https://hata.uz/en/listings/object/srochno-prodaetsya-svoya-kvartira-2-3-10-na-aviasuzlar-166852,77.0,3,10,1,2026-08-21T23:55:40+00:00
166863,2026-08-05,Yashnobod,1,40000,https://hata.uz/en/listings/object/novostroyka-1kom-zhk-grand-166863,34.0,2,6,1,2026-08-21T23:55:40+00:00
167390,2026-08-05,Olmazor,2,66000,https://hata.uz/en/listings/object/prodaetsya-2h-komnatnaya-kvartira-167390,58.1,4,4,0,2026-08-21T23:55:40+00:00
167391,2026-08-05,Olmazor,1,55000,https://hata.uz/en/listings/object/prodaetsya-kvartira-almazar-sitti-almazarskiy-rayon-bez-maklera-167391,34.55,9,9,1,2026-08-21T23:55:40+00:00
167393,2026-08-05,Olmazor,3,70000,https://hata.uz/en/listings/object/olmazor-tumani-beshqorgon-4-1-uy-34-xonadon-167393,70.0,5,5,0,2026-08-21T23:55:40+00:00
167394,2026-08-05,Olmazor,2,85000,https://hata.uz/en/listings/object/beruniyda-2-honali-uy-sotiladi-yaahshi-remont-167394,78.0,8,9,0,2026-08-21T23:55:40+00:00
167398,2026-08-05,Olmazor,2,112500,https://hata.uz/en/listings/object/pod-ofisga-nurafshon-2-1-5-evroremont-dupleks-novostroyk-sagbon-chorraha-167398,72.0,1,5,1,2026-08-21T23:55:40+00:00
167399,2026-08-05,Olmazor,2,135000,https://hata.uz/en/listings/object/umnaya-2-kom-na-mahtumkuli-novostroyka-new-life-yashnaabadskiy-rayon-167399,70.0,8,9,1,2026-08-21T23:55:40+00:00
167400,2026-08-05,Olmazor,4,95000,https://hata.uz/en/listings/object/prodayu-srochno-kvartiru-novostroyka-3-komnatnaya-zadelano-4-komnatnyy-167400,86.0,6,9,1,2026-08-21T23:55:40+00:00
167402,2026-08-05,Olmazor,2,88000,https://hata.uz/en/listings/object/prodaetsya-nrg-jomiy-biznes-167402,47.0,10,12,1,2026-08-21T23:55:40+00:00
167408,2026-08-05,Olmazor,2,65900,https://hata.uz/en/listings/object/shoshilinch-kadastrli-yangi-qurilgan-uy-sagbon-167408,54.0,8,8,1,2026-08-21T23:55:40+00:00
167409,2026-08-05,Olmazor,4,120000,https://hata.uz/en/listings/object/srochno-sotiladi-4-6-9-toshkent-shahar-olmazor-tumani-167409,110.0,6,9,0,2026-08-21T23:55:40+00:00
167416,2026-08-05,Olmazor,4,80000,https://hata.uz/en/listings/object/srochno-prodaetsya-svoya-4h-komnatnaya-kvartira4-4-4-kara-kamysh-2-5-167416,84.86,4,4,0,2026-08-21T23:55:40+00:00
167421,2026-08-05,Bektemir,4,109900,https://hata.uz/en/listings/object/koylik-4honali-kvartira-sotiladi-167421,100.0,5,9,0,2026-08-21T23:55:40+00:00
167422,2026-08-05,Bektemir,1,44000,https://hata.uz/en/listings/object/uy-sotiladi-eshonguzarda-167422,28.0,2,9,1,2026-08-21T23:55:40+00:00
167423,2026-08-05,Bektemir,1,40000,https://hata.uz/en/listings/object/srochno-prodaetsya-1-2-komnatnaya-kvartira-167423,36.0,1,2,0,2026-08-21T23:55:40+00:00
167428,2026-08-05,Bektemir,2,49500,https://hata.uz/en/listings/object/yangi-uy-turay-joy-167428,49.0,4,10,1,2026-08-21T23:55:40+00:00
167429,2026-08-05,Bektemir,3,69000,https://hata.uz/en/listings/object/prodam-kvartiru-na-kuyluke-svoya-3x-kom-167429,80.0,7,9,0,2026-08-21T23:55:40+00:00
167430,2026-08-05,Bektemir,3,55000,https://hata.uz/en/listings/object/iyk-ota-kvartira-sotiladi-srochna-3xona-63-kv-58000-167430,63.0,1,2,0,2026-08-21T23:55:40+00:00
167431,2026-08-05,Bektemir,1,26000,https://hata.uz/en/listings/object/1-honali-uy-sotiladi-167431,24.0,2,2,0,2026-08-21T23:55:40+00:00
167432,2026-08-05,Bektemir,3,55000,https://hata.uz/en/listings/object/kvartira-novostroyka-167432,65.0,6,10,1,2026-08-21T23:55:40+00:00
167433,2026-08-05,Bektemir,2,62000,https://hata.uz/en/listings/object/prodaetsya-2-komnatnaya-kvartira-167433,64.0,6,9,0,2026-08-21T23:55:40+00:00
167435,2026-08-05,Bektemir,1,37000,https://hata.uz/en/listings/object/1-xonali-kvartira-sotiladi-167435,42.0,5,9,0,2026-08-21T23:55:40+00:00
167436,2026-08-05,Bektemir,3,76000,https://hata.uz/en/listings/object/dom-sotiladi-srochna-167436,62.0,3,5,0,2026-08-21T23:55:40+00:00
167439,2026-08-05,Bektemir,3,59219,https://hata.uz/en/listings/object/yashnobodda-ipotekaga-gishtli-3-hona-uy-724-000-000-sum-prodazha-tashkent-na-olx-167439,62.02,9,10,1,2026-08-21T23:55:40+00:00
167441,2026-08-05,Bektemir,2,45000,https://hata.uz/en/listings/object/prodazha-kvartiry-167441,62.0,2,2,0,2026-08-21T23:55:40+00:00
167442,2026-08-05,Bektemir,2,58000,https://hata.uz/en/listings/object/kop-qavatli-uy-bektemir-tumani-zilola-maxallsi-167442,63.36,9,9,0,2026-08-21T23:55:40+00:00
167443,2026-08-05,Bektemir,3,55000,https://hata.uz/en/listings/object/3-h-komnatnaya-kvartira-yik-ota-poselok-167443,68.6,1,2,0,2026-08-21T23:55:40+00:00
167445,2026-08-05,Bektemir,3,49000,https://hata.uz/en/listings/object/kvartira-na-zemle-3-komn-bez-uchastka-167445,70.0,1,1,1,2026-08-21T23:55:40+00:00
167447,2026-08-05,Bektemir,5,78000,https://hata.uz/en/listings/object/srochno-prodam-kvartiru-167447,150.0,1,2,0,2026-08-21T23:55:40+00:00
167448,2026-08-05,Bektemir,1,69000,https://hata.uz/en/listings/object/panelniy-ohangrabo-2-hona-1-etaj-no-turarga-mos-kvartira-sotiladi-167448,58.0,1,5,0,2026-08-21T23:55:40+00:00
167449,2026-08-05,Bektemir,3,55000,https://hata.uz/en/listings/object/srochnaprodaetsya-167449,75.29,10,16,1,2026-08-21T23:55:40+00:00
167450,2026-08-05,Bektemir,2,53000,https://hata.uz/en/listings/object/prodaetsya-kvartira-musaffo-maskan-v-bektemirskom-rayone-167450,66.0,9,10,1,2026-08-21T23:55:40+00:00
167451,2026-08-05,Bektemir,2,61346,https://hata.uz/en/listings/object/uy-sotaman-2-4-4-58000-750-000-000-sum-prodazha-tashkent-na-olx-167451,56.19,4,4,0,2026-08-21T23:55:40+00:00
167452,2026-08-05,Bektemir,8,114000,https://hata.uz/en/listings/object/8-xona-uy-sotiladi-bektemir-tumani-xalq-qabulxonasini-oldida-167452,300.0,3,3,1,2026-08-21T23:55:40+00:00
167453,2026-08-05,Bektemir,3,110000,https://hata.uz/en/listings/object/dom-sotiladi-3hona-167453,73.0,5,9,1,2026-08-21T23:55:40+00:00
167454,2026-08-05,Bektemir,1,33000,https://hata.uz/en/listings/object/prodazha-1-komnatnry-kvartiry-yangiabad-rezidens-167454,30.0,1,10,1,2026-08-21T23:55:40+00:00
167455,2026-08-05,Bektemir,1,42000,https://hata.uz/en/listings/object/srochno-prodam-kvartiru-167455,51.0,5,9,1,2026-08-21T23:55:40+00:00
167464,2026-08-05,Yashnobod,4,80000,https://hata.uz/en/listings/object/yashnobod-tumani-olmos-mahallada-4-xonali-uy-sotiladi-110-kv-167464,110.0,16,16,1,2026-08-21T23:55:40+00:00
167466,2026-08-05,Yashnobod,2,54000,https://hata.uz/en/listings/object/prodaetsya-kvartira-v-panelnom-dome-167466,43.51,3,4,0,2026-08-21T23:55:40+00:00
167485,2026-08-05,Mirobod,2,215000,https://hata.uz/en/listings/object/kvartira-80-m2-s-potentsialom-do-110-120-m2-potolki-46-m-terrasa-167485,80.11,2,15,1,2026-08-21T23:55:40+00:00
167490,2026-08-05,Mirobod,2,125000,https://hata.uz/en/listings/object/yakkasaroyda-2-honali-novostroyka-sotiladi-167490,62.0,7,8,1,2026-08-21T23:55:40+00:00
167500,2026-08-05,Mirobod,3,65000,https://hata.uz/en/listings/object/prodaetsya-dom-bez-dvora-3kom-80kv-internet-ogorod-167500,80.0,1,1,0,2026-08-21T23:55:40+00:00
167511,2026-08-05,Mirzo Ulugbek,3,70000,https://hata.uz/en/listings/object/prodaetsya-dom-srochno-3h-komnatnaya-167511,78.43,5,5,0,2026-08-21T23:55:40+00:00
167514,2026-08-05,Mirzo Ulugbek,2,60000,https://hata.uz/en/listings/object/srochno-prodaetsya-svoya-2-komnatnaya-kvartira-novostroyka-167514,43.23,8,9,1,2026-08-21T23:55:40+00:00
167517,2026-08-05,Mirzo Ulugbek,5,115000,https://hata.uz/en/listings/object/srochno-prodayu-4-1-5-5-vozle-metro-buyuk-ipak-yuli-kirpich-167517,80.0,5,5,0,2026-08-21T23:55:40+00:00
167522,2026-08-05,Mirzo Ulugbek,4,210000,https://hata.uz/en/listings/object/unikalnyy-spetsplan-v-darhane-117-m2-ot-sobstvennika-167522,117.0,4,6,0,2026-08-21T23:55:40+00:00
167524,2026-08-05,Mirzo Ulugbek,2,70000,https://hata.uz/en/listings/object/srochno-prodaetsya-kvartira-2-5-5-kvartira-2-5-5-peredelannaya-v-3-komna-167524,50.0,5,5,0,2026-08-21T23:55:40+00:00
167527,2026-08-05,Mirzo Ulugbek,4,122500,https://hata.uz/en/listings/object/4-komnatnaya-kvartira-s-evroremontom-v-mirzo-ulugbekskom-rayone-167527,97.0,6,9,0,2026-08-21T23:55:40+00:00
167528,2026-08-05,Mirzo Ulugbek,4,210000,https://hata.uz/en/listings/object/prodaetsya-4h-komnatnaya-v-tsentre-na-darhane-remont-kirpich-metro-super-167528,105.0,2,6,1,2026-08-21T23:55:40+00:00
167544,2026-08-05,Sergeli,3,215000,https://hata.uz/en/listings/object/sergili-8-yol-yuzida-biznes-uchun-joy-kvartira-167544,70.0,1,9,0,2026-08-21T23:55:40+00:00
167548,2026-08-05,Sergeli,2,54000,https://hata.uz/en/listings/object/sergeli-7-a-sorshni-sotilad-167548,45.0,7,7,1,2026-08-21T23:55:40+00:00
167556,2026-08-05,Sergeli,5,100000,https://hata.uz/en/listings/object/sergeli-5-5-5-9-167556,117.64,5,9,0,2026-08-21T23:55:40+00:00
167560,2026-08-05,Sergeli,1,51500,https://hata.uz/en/listings/object/1-xonali-uy-sotiladi-167560,38.0,6,9,1,2026-08-21T23:55:40+00:00
167562,2026-08-05,Sergeli,2,62000,https://hata.uz/en/listings/object/srochno-sotiladi-2-honali-kvartira-yangihaet-9-hududda-2-3-16-64m2-167562,64.0,3,16,1,2026-08-21T23:55:40+00:00
167566,2026-08-05,Sergeli,3,53700,https://hata.uz/en/listings/object/srochno-kvartira-na-sergeliyskom-rayone-novaya-s-evro-remontom-167566,53.0,2,2,1,2026-08-21T23:55:40+00:00
167568,2026-08-05,Sergeli,2,64000,https://hata.uz/en/listings/object/yangihayot-9-qurilishda-kvartira-sotiladi-167568,73.0,15,16,1,2026-08-21T23:55:40+00:00
167569,2026-08-05,Sergeli,3,71500,https://hata.uz/en/listings/object/yangihayot-tumani-kvartira-sotiladi-3-4-7-167569,74.0,4,7,1,2026-08-21T23:55:40+00:00
167575,2026-08-05,Sergeli,3,61000,https://hata.uz/en/listings/object/3h-komnatnaya-srochno-167575,78.0,3,5,0,2026-08-21T23:55:40+00:00
167577,2026-08-05,Sergeli,3,80000,https://hata.uz/en/listings/object/prodaetsya-3h-komnatnaya-kvartira-v-sergeli-167577,80.0,6,9,0,2026-08-21T23:55:40+00:00
167586,2026-08-05,Sergeli,2,68000,https://hata.uz/en/listings/object/prodaetsya-2-8-16-167586,69.5,8,16,1,2026-08-21T23:55:40+00:00
167791,2026-08-05,Olmazor,1,46500,https://hata.uz/en/listings/object/1-komnatnaya-kv-almazarskiy-rayon-167791,4036.0,5,5,0,2026-08-21T23:55:40+00:00
167792,2026-08-05,Olmazor,3,76000,https://hata.uz/en/listings/object/3xona-uy-vuzgorodok-167792,69.0,2,9,0,2026-08-21T23:55:40+00:00
167795,2026-08-05,Olmazor,2,47000,https://hata.uz/en/listings/object/prodaetsya-kvartira-uy-sotiladi-167795,52.0,3,11,1,2026-08-21T23:55:40+00:00
167800,2026-08-05,Olmazor,4,117000,https://hata.uz/en/listings/object/medgaradok-4-hona-167800,110.0,3,9,0,2026-08-21T23:55:40+00:00
167804,2026-08-05,Olmazor,3,108900,https://hata.uz/en/listings/object/zhk-korasaroy-3-9-11-prodaetsya-kvartira-167804,66.0,9,11,1,2026-08-21T23:55:40+00:00
167807,2026-08-05,Olmazor,2,63500,https://hata.uz/en/listings/object/svoya-2v3-2-4-aviasozlar-4-lisunova-4-metro-yashnobod-rynok-kadyshva-167807,50.0,2,4,0,2026-08-21T23:55:40+00:00
167812,2026-08-05,Bektemir,12,350000,https://hata.uz/en/listings/object/novostroyka-dom-kuylyuka-7km-ot-rynok-sholikor-mahalla-ris-opytnyy-167812,250.0,3,3,1,2026-08-21T23:55:40+00:00
167813,2026-08-05,Bektemir,3,70000,https://hata.uz/en/listings/object/srochno-prodaetsya-dom-3-1-9-vodnik-dogovornaya-167813,73.0,1,9,0,2026-08-21T23:55:40+00:00
167814,2026-08-05,Bektemir,2,45801,https://hata.uz/en/listings/object/prodazha-2h-komn-kvartiry-massiv-ahangrabo-yashnabadskiy-r-on-167814,42.42,8,9,0,2026-08-21T23:55:40+00:00
167816,2026-08-05,Bektemir,5,55000,https://hata.uz/en/listings/object/5-honali-2-etazhli-uy-167816,1.0,1,2,1,2026-08-21T23:55:40+00:00
167817,2026-08-05,Bektemir,2,73000,https://hata.uz/en/listings/object/74m2-yangi-novostroyka-orientir-vodnik-167817,74.0,6,9,1,2026-08-21T23:55:40+00:00
167820,2026-08-05,Bektemir,2,61900,https://hata.uz/en/listings/object/sergeli-5-bakatga-10-minut-167820,80.0,1,5,1,2026-08-21T23:55:40+00:00
167830,2026-08-05,Mirobod,2,77000,https://hata.uz/en/listings/object/prodaetsya-kvartira-ozmakon-2-5-14-167830,51.0,5,14,1,2026-08-21T23:55:40+00:00
167831,2026-08-05,Mirobod,5,195000,https://hata.uz/en/listings/object/prodaetsya-5-komnatnaya-kvartira-metro-oybek-167831,115.0,7,9,0,2026-08-21T23:55:40+00:00
167837,2026-08-05,Mirobod,2,49072,https://hata.uz/en/listings/object/zhk-almaz-tower-prodoetsya-kv-2-komnatnaya-52-kvm-167837,54.0,10,16,1,2026-08-21T23:55:40+00:00
167838,2026-08-05,Mirobod,3,85000,https://hata.uz/en/listings/object/prodaetsya-novostroyka-s-kadastrom-167838,91.9,4,7,1,2026-08-21T23:55:40+00:00
167841,2026-08-05,Mirobod,2,72000,https://hata.uz/en/listings/object/aviagorodok-prodayu-2-komnatnuyu-kvartiru-167841,56.4,2,3,0,2026-08-21T23:55:40+00:00
167842,2026-08-05,Mirobod,1,49000,https://hata.uz/en/listings/object/prodaetsya-1-15-15-3208-m237-po-faktu-zhk-ozmakon-byvsh-uzbum-167842,32.08,15,15,1,2026-08-21T23:55:40+00:00
167854,2026-08-05,Mirzo Ulugbek,2,115000,https://hata.uz/en/listings/object/prodaetsya-2h-komnatnaya-kvartira-silk-road-167854,67.5,6,10,1,2026-08-21T23:55:40+00:00
167856,2026-08-05,Mirzo Ulugbek,2,92000,https://hata.uz/en/listings/object/mirzo-ulugbekskiy-rayon-2-komnatnaya-58-m2-v-zhk-botanika-saroyi-167856,58.0,5,16,1,2026-08-21T23:55:40+00:00
167870,2026-08-05,Mirzo Ulugbek,2,79900,https://hata.uz/en/listings/object/prodaetsya-2-komnatnaya-kvartira-38-m2-v-zhk-botanika-saroyi-167870,38.0,11,16,1,2026-08-21T23:55:40+00:00
167871,2026-08-05,Mirzo Ulugbek,2,72500,https://hata.uz/en/listings/object/svoya-kvartira-novostroyka-mirzo-ulugbekskiy-rayon-ulitsa-sayram-167871,54.0,16,18,1,2026-08-21T23:55:40+00:00
167884,2026-08-05,Sergeli,3,100000,https://hata.uz/en/listings/object/srochno-prodaetsya-novostroyka-3-h-komnatnaya-kvartira-167884,76.0,4,4,1,2026-08-21T23:55:40+00:00
167892,2026-08-05,Sergeli,2,54000,https://hata.uz/en/listings/object/prodaetsya-2h-komnatnaya-kvartira-s-podvalom-167892,47.0,1,6,1,2026-08-21T23:55:40+00:00
167893,2026-08-05,Sergeli,1,65000,https://hata.uz/en/listings/object/prodaetsya-kvartira-167893,50.0,5,10,1,2026-08-21T23:55:40+00:00
167897,2026-08-05,Sergeli,2,62000,https://hata.uz/en/listings/object/9-hududda-1-etazh-65-kvm-honadon-sotiladi-ofis-eki-yashashga-167897,65.0,1,16,1,2026-08-21T23:55:40+00:00
167899,2026-08-05,Sergeli,3,77000,https://hata.uz/en/listings/object/srochno-prodaetsya-kvartira-167899,73.0,5,5,0,2026-08-21T23:55:40+00:00
167908,2026-08-05,Uchtepa,1,64900,https://hata.uz/en/listings/object/uchtepa-tumani-vatan-24-kvartal-1-9-10-167908,48.0,9,10,1,2026-08-21T23:55:40+00:00
167910,2026-08-05,Uchtepa,3,80000,https://hata.uz/en/listings/object/uy-sotiladi-3-xonali-167910,72.21,6,12,0,2026-08-21T23:55:40+00:00
167913,2026-08-05,Uchtepa,2,55500,https://hata.uz/en/listings/object/kvartira-na-algoritme-167913,47.0,4,4,0,2026-08-21T23:55:40+00:00
167914,2026-08-05,Uchtepa,3,66500,https://hata.uz/en/listings/object/3-xona-21-167914,65.0,3,4,0,2026-08-21T23:55:40+00:00
167915,2026-08-05,Uchtepa,3,120000,https://hata.uz/en/listings/object/srochno-prodaetsya-3-komnatnaya-kvartir-v-novostroyke-167915,100.0,2,3,1,2026-08-21T23:55:40+00:00
167918,2026-08-05,Uchtepa,7,1200,https://hata.uz/en/listings/object/zh-k-salamatina-yakkasarayskiy-rayon-167918,210.0,9,10,1,2026-08-21T23:55:40+00:00
167919,2026-08-05,Uchtepa,2,60000,https://hata.uz/en/listings/object/2-honali-kvartira-50-kvm-uchtepa-rayon-chilanzar-22-kvartal-167919,50.0,1,4,0,2026-08-21T23:55:40+00:00
167923,2026-08-05,Uchtepa,3,75000,https://hata.uz/en/listings/object/srochni-ibn-sino-1-da-3xonali-fayzli-kvartira-sotiladi-167923,70.0,1,1,0,2026-08-21T23:55:40+00:00
167924,2026-08-05,Uchtepa,3,70000,https://hata.uz/en/listings/object/prodaetsya-3-h-komnatnaya-kvartira-na-kara-kamishe-2-3-mozhno-v-rassrochku-167924,67.0,4,4,0,2026-08-21T23:55:40+00:00
167925,2026-08-05,Uchtepa,6,89000,https://hata.uz/en/listings/object/beltepa-stroymart-7-etaj-5-xona-167925,100.0,7,9,0,2026-08-21T23:55:40+00:00
167926,2026-08-05,Uchtepa,3,83000,https://hata.uz/en/listings/object/prodaetsya-3-h-komnatnaya-kvartira-v-tashkente-167926,72.0,3,9,0,2026-08-21T23:55:40+00:00
167927,2026-08-05,Chilonzor,3,115000,https://hata.uz/en/listings/object/prodaetsya-3kom-kvartira-chilanzar-167927,70.0,4,4,0,2026-08-21T23:55:40+00:00
167946,2026-08-05,Chilonzor,3,74500,https://hata.uz/en/listings/object/prodaetsya-chilanzor-prodaetsya-kvartira-chilanzarskiy-rayon-prodaetsya-kv-167946,65.2,4,5,0,2026-08-21T23:55:40+00:00
167967,2026-08-05,Shayhontohur,3,90000,https://hata.uz/en/listings/object/prodazha-3h-komnatnaya-kvartira-167967,74.0,2,4,0,2026-08-21T23:55:40+00:00
167974,2026-08-05,Yunusobod,2,72000,https://hata.uz/en/listings/object/shayxontohur-rovd-uch-chinor-2-honali-167974,57.0,4,3,0,2026-08-21T23:55:40+00:00
167975,2026-08-05,Yunusobod,4,165000,https://hata.uz/en/listings/object/bankovskiy-yevro-remont-shahristanskiy-124-m2-167975,124.0,5,5,0,2026-08-21T23:55:40+00:00
167976,2026-08-05,Yunusobod,3,160000,https://hata.uz/en/listings/object/prodaetsya-3-komnatnaya-kvartira-v-tsentre-goroda-metro-minor-167976,70.0,3,4,0,2026-08-21T23:55:40+00:00
167978,2026-08-05,Yunusobod,2,49000,https://hata.uz/en/listings/object/kvartira-2-16-16-xonsaroy-ocean-49000ue-est-torg-167978,66.0,16,16,1,2026-08-21T23:55:40+00:00
167979,2026-08-05,Yunusobod,5,158000,https://hata.uz/en/listings/object/prodaetsya-2-kvartiry-v-tsentre-ts6zhile-167979,140.0,3,4,1,2026-08-21T23:55:40+00:00
